ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
1544		- - n a w	9	COMPARATIVE	Pacaraos	naw		n a w	naw			adelaar1987
1547		m a n	853	CONDITIONAL	Pacaraos	man		m a n	man			adelaar1987
1548		ɾ a q	877	CONTINUATIVE	Pacaraos	raq		ɾ a q	raa			adelaar1987
1549		m a n	911	DATIVE/ILATIVE	Pacaraos	man		m a n	man			adelaar1987
1550		n aː	939	DESIDERATIVE	Pacaraos	naa		n aː	naa			adelaar1987
1551		- j k u	1007	DIRECTIONAL INSIDE	Pacaraos	yku		j k u	yku		o hacia lugar indicado	adelaar1987
1552		ɾ q u	1014	DIRECTIONAL OUTSIDE	Pacaraos	rqu		ɾ q u	rqu			adelaar1987
1553		ɾ p u	1000	DIRECTIONAL DOWN	Pacaraos	rpu		ɾ p u	rpu			adelaar1987
1554		ɾ k u	993	DIRECTIONAL UP	Pacaraos	rku		ɾ k u	rku		acción realizada en interés social	adelaar1987
1555		i k aː	16	PROGRESSIVE	Pacaraos	ykaa		i k aː	ykaa			adelaar1987
1556		s aː	1272	FACTIVE	Pacaraos	saa		s aː	saa			adelaar1987
1557		q a	1349	HEIGHT	Pacaraos	qa		q a	qa			adelaar1987
1558		i	1362	IMPERATIVE	Pacaraos	y		i	y			adelaar1987
1559		- - - - ç u n - -	1386	IMPERATIVE 1P	Pacaraos	shun		ç u n	shun			adelaar1987
1560		ɾ i	1397	INCEPTIVE	Pacaraos	ri		ɾ i	ri			adelaar1987
1561		ɾ i	1397	INCEPTIVE	Pacaraos	ri		ɾ i	ri			adelaar1987
1562		j aː	1419	INCHOATIVE	Pacaraos	yaa		j aː	yaa			adelaar1987
1563		n - - t i -	1443	INCLUSIVE	Pacaraos	nti		n t i	nti			adelaar1987
1564		s u n - -	1486	INJUNCTIVE	Pacaraos	sun		s u n	sun			adelaar1987
1565		w a n	1507	INSTRUMENTAL-COMITATIVE	Pacaraos	wan		w a n	wan			adelaar1987
1566		w a n	1507	INSTRUMENTAL-COMITATIVE	Pacaraos	wan		w a n	wan			adelaar1987
1567		l j aː	20	INTENSIFIER	Pacaraos	lyaa		l j aː	lyaa			adelaar1987
1568		t i j aː	1549	INTERRUPTED ACTION	Pacaraos	tyaa		t i j aː	tyaa		cognative with simulative tija?	adelaar1987
1569		k a m a -	1578	LIMITATIVE	Pacaraos	kama		k a m a	kama			adelaar1987
1570		k a m a -	1578	LIMITATIVE	Pacaraos	kama		k a m a	kama		El sufijo kuna puede apareer tras cualquier base nominal, salvo cuando esta cumple una función atributiva, sea en conexión directa con un sustantivo, sea acompañando el verbo ka. En estos casos, sin embargo, es posible utilizar el sufijo kama	adelaar1987
1571		tʂ a w	1604	LOCATIVE	Pacaraos	traw		tʂ a w	traw			adelaar1987
1572		k u	1637	MIDDLE VOICE	Pacaraos	ku		k u	ku			adelaar1987
1573		tʂ aː ɾ i	1703	NOCIVE ACTION	Pacaraos	traari		tʂ aː ɾ i	traari		Efectuada de manera muy superficial, con mala intensión	adelaar1987
1574		n q a	1706	NOMINALIZER NQA	Pacaraos	nqa		n q a	nqa		no concluido	adelaar1987
1575		n - a	1711	NOMINALIZER NA	Pacaraos	na		n a	na		Concretizador	adelaar1987
1576		m a - j i	1746	PARTNERSHIP	Pacaraos	mayi		m a j i	mayi		markamayi, paisano	adelaar1987
1577		k aː	1758	PASSIVE ACCIDENTAL	Pacaraos	kaa		k aː	kaa			adelaar1987
1578		ɾ q a	1770	PAST TENSE	Pacaraos	rqa		ɾ q a	rqa			adelaar1987
1579		ɾ q u	1770	PAST TENSE	Pacaraos	rqu		ɾ q u	rqu			adelaar1987
1580		ç q a	1800	PERFECT	Pacaraos	shqa		ç q a	shqa, sh		PERFECTO? Reducido cuando hay verbo auxiliar	adelaar1987
1582		k u n a	1855	PLURAL	Pacaraos	kuna		k u n a	kuna			adelaar1987
1583		- j - u q	1887	POSSESSIVE	Pacaraos	yuq		j u q	yuq, naq			adelaar1987
1584		n a - - q	1913	PRIVATIVE	Pacaraos	naq		n a q	yuq, naq			adelaar1987
1585		ɾ ai k u	1948	REASON	Pacaraos	rayku		ɾ ai k u	rayku			adelaar1987
1587		ɲ a q	2022	REPORTATIVE PAST TENSE	Pacaraos	ñaq		ɲ a q	ñaq			adelaar1987
1588		l - a	2039	RESTRICTIVE	Pacaraos	la		l a	la		indica restricción o disminuye la importancia del acto referido por el verbo al cual se añade	adelaar1987
1589		s i k a n	2095	SIZE	Pacaraos	sikan		s i k a n	sikan		solo en demostrativos	adelaar1987
1590		ç p a - - -	2113	SUBORDINATOR IDSUB	Pacaraos	shpa		ç p a	shpa		se reduce a sh a final de palabra	adelaar1987
1591		p t i -	2144	SUBORDINATOR DIFFSUB	Pacaraos	pti		p t i	pti			adelaar1987
1592		p a	2201	VERBAL BENEFACTIVE	Pacaraos	pa		p a	pa		también marca el poseedor en una relación de posesión.	adelaar1987
1593		p u	2201	VERBAL BENEFACTIVE	Pacaraos	pu		p u	pu			adelaar1987
1594		p aː	2008	REPETITIVE	Pacaraos	paa		p aː	paa		intensivo… indica perseverancio en la acción referida	adelaar1987
1595		w a	3	1 OBJECT	Pastaza	wa		w a	wa			landerman1973
1596		j - k i	24	1S SUBJECT 2S OBJECT	Pastaza	yki		j k i	yki			landerman1973
1599		n - - - - tʃ i -	58	1PL POSSESSOR	Pastaza	nchi		n tʃ i	nchi			landerman1973
1601		- - n tʃ i -	58	1PL VERBAL	Pastaza	nchi		n tʃ i	nchi			landerman1973
1602		ʃ - u n - - - -	111	1PL VERBAL FUTURE	Pastaza	shun		ʃ u n	shun			landerman1973
1603		t a n t a + j	155 156	1S POSSESSOR	Pastaza	tanta-y		t a n t a + j	tanta-y		/-ni/ tras C	landerman1973
1604		ʃ k a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Pastaza	shkayki		ʃ k a + j k i	shkayki			landerman1973
1605		k a + n i	234 235	1S VERBAL	Pastaza	ka-ni		k a + n i	ka-ni			landerman1973
1606		ʃ - a -	280	1S VERBAL FUTURE	Pastaza	sha		ʃ a	sha			landerman1973
1608		j k i	348	2S POSSESSOR	Pastaza	yki		j k i	yki		/-ki/ tras C	landerman1973
1609		n - g i	370	2S VERBAL	Pastaza	ngi		n g i	ngi			landerman1973
1610		n g a k u n a	428	3PL FUTURE	Pastaza	ngakuna		n g a k u n a	ngakuna			landerman1973
1613		n g a	446	3S FUTURE	Pastaza	nga		n g a	nga			landerman1973
1614		n	466	3S POSSESSOR	Pastaza	n		n	n		ø tras C	landerman1973
1615		n	546	3S VERBAL	Pastaza	n		n	n			landerman1973
1616		m a n d a	571	ABLATIVE	Pastaza	manda		m a n d a	manda		Wasi-manda llucshi-shca ‘Salió de la casa’, Caspi-manda rura-shca ‘Lo hizo de madera’, Ima-manda rima-ju-n ‘¿De qué está hablando?	landerman1973
1617		- t a	614	ACCUSATIVE	Pastaza	ta		t a	ta			landerman1973
1618		p a s	639	ADDITIVE	Pastaza	pas		p a s	pas			landerman1973
1619		p a - -	720	BENEFACTIVE	Pastaza	pa		p a	pa			landerman1973
1620		tʃ i	766	CAUSATIVE	Pastaza	chi		tʃ i	chi			landerman1973
1621		m a	800	CISLOCATIVE	Pastaza	ma		m a	ma		/Sacha-ma/ ‘Al monte’	landerman1973
1622		m a -	853	CONDITIONAL	Pastaza	ma		m a	ma			landerman1973
1623		ɾ a j a	8	UNINTERRUPTED ACTION	Pastaza	raya		ɾ a j a	raya			landerman1973
1624		n a j a	939	DESIDERATIVE	Pastaza	naya		n a j a	naya			landerman1973
1625		- s t u -	14	DIMINUTIVE	Pastaza	stu		s t u	stu	esp		landerman1973
1626		- - x - - u	17	PROGRESSIVE	Pastaza	xu		x u	xu			landerman1973
1627		m i	1157	EVIDENTIAL DIRECT	Pastaza	mi		m i	mi			landerman1973
1628		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Pastaza	shi		ʃ i	shi			landerman1973
1629		p a j a -	7	REPETITIVE	Pastaza	paya		p a j a	paya			landerman1973
1630		p a -	1315	GENITIVE	Pastaza	pa		p a	pa			landerman1973
1631		i - -	1362	IMPERATIVE	Pastaza	y		i	y			landerman1973
1632		j tʃ i	1362	IMPERATIVE 1P	Pastaza	ychi		j tʃ i	ychi			landerman1973
1633		ɾ i	1397	MIDDLE VOICE	Pastaza	ri		ɾ i	ri		ñaccha-ri-ju-n ‘él se está peinando’	landerman1973
1634		j a -	1419	INCHOATIVE	Pastaza	ya		j a	ya			landerman1973
1635		n a	1711	INFINITIVE	Pastaza	na		n a	na		-y only for imperative	landerman1973
1636		tʃ u n - -	1486	INJUNCTIVE	Pastaza	chun		tʃ u n	chun			landerman1973
1637		w a -	15	INSTRUMENTAL-COMITATIVE	Pastaza	wa		w a	wa			landerman1973
1638		k a m a -	1578	LIMITATIVE	Pastaza	kama		k a m a	kama			landerman1973
1639		p i	1603	LOCATIVE	Pastaza	pi		p i	pi			landerman1973
1640		s a p a	1656	MULTIPLE POSSESSIVE	Pastaza	sapa		s a p a	sapa			landerman1973
1641		tʃ u	1682	NEGATION	Pastaza	chu		tʃ u	chu			landerman1973
1642		n - a	1711	NOMINALIZER NA	Pastaza	na		n a	na		Indica una acción posterior. También forma un sustantivo que se refiere a la acción del verbo en abstracto.	landerman1973
1643		ɾ k a	1770	PAST TENSE	Pastaza	rka		ɾ k a	rka			landerman1973
1644		ʃ k a	1800	PERFECT	Pastaza	shka		ʃ k a	shka			landerman1973
1645		ʃ k a	1800	PERFECTIVIZER	Pastaza	shka		ʃ k a	shka		Se usa cuando la acción del verbo nominalizado es simultánea o anterior a la del verbo principal.	landerman1973
1647		k u n a	1855	PLURAL	Pastaza	kuna		k u n a	kuna,guna			landerman1973
1648		g u n a	1855	PLURAL	Pastaza	guna		g u n a	kuna,guna			landerman1973
1649		ɾ ai k u	1948	REASON	Pastaza	rayku		ɾ ai k u	rayku			landerman1973
1651		n a k u	1976	RECIPROCAL	Pastaza	naku		n a k u	naku			landerman1973
1653		ʃ p a	2113	SUBORDINATOR IDSUB	Pastaza	shpayki		ʃ p a	shpayki		CORREFERENCIALIDAD	landerman1973
1654		k a	2178	TOPIC	Pastaza	ka		k a	ka			landerman1973
1655		ɾ a	11	UNINTERRUPTED ACTION	Pastaza	ra		ɾ a	ra			landerman1973
1656		p u	2201	VERBAL BENEFACTIVE	Pastaza	pu		p u	pu, pa		/-pa/ cuando el beneficiario es la 1ra persona.	landerman1973
1657		p a	2201	VERBAL BENEFACTIVE	Pastaza	pa		p a	pu, pa		/-pa/ cuando el beneficiario es la 1ra persona.	landerman1973
1658		ɲ a	1019	DISCONTINUATIVE	Pastaza	ña		ɲ a	ña			landerman1973
1659		n d a	2287	VIA	Pastaza	nda		n d a	nda		/Quiwrara-nda/ ‘Por la quebrada’; n+ta?	landerman1973
1660		w a	3	1 OBJECT	SanMartin	wa		w a	wa			coombs1976
1661		j - k i	24	1S SUBJECT 2S OBJECT	SanMartin	yki		j k i	yki			coombs1976
1662		n - - - - tʃ i -	58	1PL POSSESSOR	SanMartin	nchi		n tʃ i	nchi			coombs1976
1663		ʃ u n + tʃ i	111 58	1PL VERBAL FUTURE	SanMartin	shunchi		ʃ u n + tʃ i	shunchi, shun, shunsapa		shun: dual; sun-chi, shun-sapa: inclusivo plural	coombs1976
1664		ʃ - u n - - - -	111	1PL VERBAL FUTURE	SanMartin	shun		ʃ u n	shunchi, shun, shunsapa		shun: dual; sun-chi, shun-sapa: inclusivo plural	coombs1976
1665		ʃ u n + s a p a	111 23	1PL VERBAL FUTURE	SanMartin	shunsapa		ʃ u n + s a p a	shunchi, shun, shunsapa		shun: dual; sun-chi, shun-sapa: inclusivo plural	coombs1976
1666		t a n t a + j	155 156	1S POSSESSOR	SanMartin	tanta-y		t a n t a + j	tanta-y			coombs1976
1667		k a + n i	234 235	1S VERBAL	SanMartin	ka-ni		k a + n i	ka-ni			coombs1976
1668		ʃ - a -	280	1S VERBAL FUTURE	SanMartin	sha		ʃ a	sha		sha-sapa: exclusive	coombs1976
1669		j k i	348	2S POSSESSOR	SanMartin	yki		j k i	yki		chi en plural	coombs1976
1670		w a + n k i	3 370	2S SUBJECT 1S OBJECT	SanMartin	wanki		w a + n k i	wanki			coombs1976
1671		n - k i	370	2S VERBAL	SanMartin	nki		n k i	nki			coombs1976
1672		n	466	3S POSSESSOR	SanMartin	n		n	n			coombs1976
1673		ʃ - u n k - - i -	337 528	3S SUBJECT 2S OBJECT	SanMartin	shunki		ʃ u n k i	shunki		lamas: not restricted to 3Subjet	coombs1976
1674		m a n t a	571	ABLATIVE	SanMartin	manta		m a n t a	manta			coombs1976
1675		- t a	614	ACCUSATIVE	SanMartin	ta		t a	ta			coombs1976
1676		p i ʃ	639	ADDITIVE	SanMartin	pish		p i ʃ	pish			coombs1976
1677		k	674	AGENTIVE	SanMartin	k		k	k			coombs1976
1678		p a - -	720	BENEFACTIVE	SanMartin	pa		p a	pa		same as genitive	coombs1976
1679		t a - -	754	INTERROGATION	SanMartin	tá		t a	tá, rá		both ta/ra alternan with i; asking for new information, certain modality of questions	coombs1976
1680		r i	1095	DISCURSIVE	SanMartin	ri		r i	tá, rá			coombs1976
1681		tʃ i	766	CAUSATIVE	SanMartin	chi		tʃ i	chi			coombs1976
1682		m u	800	CISLOCATIVE	SanMartin	mu		m u	mu			coombs1976
1683		ʃ i n a -	824	COMPARATIVE	SanMartin	shina		ʃ i n a	shina			coombs1976
1684		m a n	853	CONDITIONAL	SanMartin	man		m a n	man			coombs1976
1685		r a j a	8	UNINTERRUPTED ACTION	SanMartin	raya		r a j a	raya			coombs1976
1686		m a n	911	DATIVE/ILATIVE	SanMartin	man		m a n	man			coombs1976
1687		n a j a	939	DESIDERATIVE	SanMartin	naya		n a j a	naya			coombs1976
1688		n a	2270	VERBALIZER	SanMartin	na		n a	na			coombs1976
1689		i k a	16	PROGRESSIVE	SanMartin	yka		i k a	yka			coombs1976
1690		j a	20	INTENSIFIER	SanMartin	ya		j a	ya			coombs1976
1691		tʃ a - -	18	EVIDENTIAL CONJECTURAL	SanMartin	cha		tʃ a	cha			coombs1976
1692		m i	1157	EVIDENTIAL DIRECT	SanMartin	mi		m i	mi			coombs1976
1693		ʃ - i	1198	EVIDENTIAL REPORTATIVE	SanMartin	shi		ʃ i	shi			coombs1976
1694		p u r a	1256	EXCLUSIVE	SanMartin	pura		p u r a	pura		„only men“	coombs1976
1695		tʃ a -	1272	FACTIVE	SanMartin	cha		tʃ a	cha		to make	coombs1976
1696		p a j a -	7	REPETITIVE	SanMartin	paya		p a j a	paya			coombs1976
1697		p a -	1315	GENITIVE	SanMartin	pa		p a	pa			coombs1976
1698		i - -	1362	IMPERATIVE	SanMartin	y		i	y			coombs1976
1699		- - - - ʃ u n - -	1386	IMPERATIVE 1P	SanMartin	shun		ʃ u n	shun			coombs1976
1700		r i	1397	INCEPTIVE	SanMartin	ri		r i	ri			coombs1976
1701		j a -	1419	INCHOATIVE	SanMartin	ya		j a	ya			coombs1976
1702		n - - t i n	1443	INCLUSIVE	SanMartin	ntin		n t i n	ntin			coombs1976
1703		i	1362	INFINITIVE	SanMartin	y		i	y			coombs1976
1704		tʃ u n - -	1486	INJUNCTIVE	SanMartin	chun		tʃ u n	chun		sapa for plural	coombs1976
1705		w a n	1507	INSTRUMENTAL-COMITATIVE	SanMartin	wan		w a n	wan			coombs1976
1706		k a m a n	1578	LIMITATIVE	SanMartin	kaman		k a m a n	kaman			coombs1976
1707		p i	1603	LOCATIVE	SanMartin	pi		p i	pi			coombs1976
1708		k u	1637	MIDDLE VOICE	SanMartin	ku		k u	ku			coombs1976
1709		s a p a	1656	MULTIPLE POSSESSIVE	SanMartin	sapa		s a p a	sapa			coombs1976
1710		tʃ u	1682	NEGATION	SanMartin	chu		tʃ u	chu			coombs1976
1711		n - a	1711	NOMINALIZER NA	SanMartin	na		n a	na			coombs1976
1712		r k a	1770	PAST TENSE	SanMartin	rka		r k a	rka			coombs1976
1713		ʃ k a	1800	PERFECT	SanMartin	shka		ʃ k a	shka			coombs1976
1714		ʃ k a	1800	PERFECTIVIZER	SanMartin	shka		ʃ k a	shka			coombs1976
1715		k u n a	1855	PLURAL	SanMartin	kuna		k u n a	kuna			coombs1976
1716		- - j u k	1887	POSSESSIVE	SanMartin	yuk		j u k	yuk		el que tiene...	coombs1976
1717		ɾ ai k u	1948	REASON	SanMartin	rayku		ɾ ai k u	rayku			coombs1976
1718		n a k u	1976	RECIPROCAL	SanMartin	naku		n a k u	naku			coombs1976
1719		ʎ a	2039	RESTRICTIVE	SanMartin	lla		ʎ a	lla		no más, solamente	coombs1976
1720		ʃ p a - - -	2113	SUBORDINATOR IDSUB	SanMartin	shpa		ʃ p a	shpa		no distinguishing wrt adverbial subord	coombs1976
1721		p t i -	2144	SUBORDINATOR DIFFSUB	SanMartin	pti		p t i	pti, kti			coombs1976
1722		k t i -	2144	SUBORDINATOR DIFFSUB	SanMartin	kti		k t i	pti, kti			coombs1976
1723		q a	2178	TOPIC	SanMartin	qa		q a	qa			coombs1976
1724		r a	11	UNINTERRUPTED ACTION	SanMartin	ra		r a	ra			coombs1976
1725		- s a p a	2263	VERBAL PLURAL	SanMartin	sapa		s a p a	sapa			coombs1976
1726		m a	4	1 OBJECT	SanPedro	ma		m a	ma			shimelman2017
1727		j - k i	24	1S SUBJECT 2S OBJECT	SanPedro	yki		j k i	yki			shimelman2017
1728		n - - - - tʃ i k	58	1PL POSSESSOR	SanPedro	nchik		n tʃ i k	nchik			shimelman2017
1729		- - n tʃ i k	58	1PL VERBAL	SanPedro	nchik		n tʃ i k	nchik			shimelman2017
1730		tʃ u + w a n	111 3	1PL VERBAL CONDITIONAL	SanPedro	chuwan		tʃ u + w a n	chuwan			shimelman2017
1731		ʃ - u n - - - -	111	1PL VERBAL FUTURE	SanPedro	shun		ʃ u n	shun			shimelman2017
1732		t a n t a + ø/a	155 31	1S POSSESSOR	SanPedro	tantaː		t a n t a + ø/a	tantaː			shimelman2017
1733		ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	SanPedro	shqayki		ʃ q a + j k i	shqayki		variation between sh and s	shimelman2017
1734		k aː/a + ø/a	234 236	1S VERBAL	SanPedro	kaː		k aː/a + ø/a	kaː			shimelman2017
1735		ʃ - a q	280	1S VERBAL FUTURE	SanPedro	shaq		ʃ a q	shaq			shimelman2017
1736		n k i + m a n	326 40	2S CONDITIONAL	SanPedro	nki-man		n k i + m a n	waq			shimelman2017
1737		ʃ - u	337	2S OBJECT	SanPedro	shu		ʃ u	shu			shimelman2017
1738		j k i	348	2S POSSESSOR	SanPedro	yki		j k i	yki			shimelman2017
1739		w a + n k i	3 370	2S SUBJECT 1S OBJECT	SanPedro	wanki		w a + n k i	wanki			shimelman2017
1740		n - k i	370	2S VERBAL	SanPedro	nki		n k i	nki			shimelman2017
1741		n q a	446	3S FUTURE	SanPedro	nqa		n q a	nqa			shimelman2017
1742		n	466	3S POSSESSOR	SanPedro	n		n	n			shimelman2017
1743		m a - n tʃ i k -	4 486	3S SUBJECT 1PL OBJECT	SanPedro	manchik		m a n tʃ i k	manchik			shimelman2017
1744		m a + n	4 546	3S SUBJECT 1S OBJECT	SanPedro	man		m a + n	man			shimelman2017
1745		ʃ - u n k - - i -	337 528	3S SUBJECT 2S OBJECT	SanPedro	shunki		ʃ u n k i	shunki			shimelman2017
1746		n	546	3S VERBAL	SanPedro	n		n	n			shimelman2017
1747		p a q - -	1	ABLATIVE	SanPedro	paq		p a q	paq			shimelman2017
1748		- ʃ i	598	ACCOMPANIMENT	SanPedro	shi		ʃ i	shi,si			shimelman2017
1749		- s i	598	ACCOMPANIMENT	SanPedro	si		s i	shi,si			shimelman2017
1750		- t a	614	ACCUSATIVE	SanPedro	ta		t a	ta			shimelman2017
1751		p i s	639	ADDITIVE	SanPedro	pis		p i s	pis,s			shimelman2017
1753		q	674	AGENTIVE	SanPedro	q		q	q			shimelman2017
1754		p a q -	720	BENEFACTIVE	SanPedro	paq		p a q	paq			shimelman2017
1755		tʃ i	766	CAUSATIVE	SanPedro	chi		tʃ i	chi			shimelman2017
1757		m u	800	CISLOCATIVE	SanPedro	mu		m u	mu			shimelman2017
1758		h i n a -	824	COMPARATIVE	SanPedro	hina		h i n a	hina			shimelman2017
1759		m a n	853	CONDITIONAL	SanPedro	man		m a n	man			shimelman2017
1760		ɾ a q -	877	CONTINUATIVE	SanPedro	raq		ɾ a q	raq			shimelman2017
1761		m a n	911	DATIVE/ILATIVE	SanPedro	man		m a n	man			shimelman2017
1762		n a j a	939	DESIDERATIVE	SanPedro	naya		n a j a	naya			shimelman2017
1763		ɾ a j a	968	DETRANSITIVIZER	SanPedro	raya		ɾ a j a	raya			shimelman2017
1764		- - tʃ a -	976	DIMINUTIVE	SanPedro	cha		tʃ a	cha			shimelman2017
1765		ɲ a	1019	DISCONTINUATIVE	SanPedro	ña		ɲ a	ña			shimelman2017
1766		tʃ u	1029	DISJUNCTIVE	SanPedro	chu		tʃ u	chu			shimelman2017
1767		tʃ ai	1036	DISTAL DEMONSTRATIVE	SanPedro	chay		tʃ ai	chay			shimelman2017
1768		w a k	1046	DISTAL REMOVED DEMONSTRATIVE	SanPedro	wak		w a k	wak			shimelman2017
1770		- - j - - a	16	PROGRESSIVE	SanPedro	ya		j a	ya			shimelman2017
1771		a ɾ i	1095	EMPHATIC	SanPedro	ari		a ɾ i	ari			shimelman2017
1773		ʈ i - -	18	EVIDENTIAL CONJECTURAL	SanPedro	tri		ʈ i	tri,tr			shimelman2017
1774		ʈ - - -	18	EVIDENTIAL CONJECTURAL	SanPedro	tr		ʈ	tri,tr			shimelman2017
1775		m i	1157	EVIDENTIAL DIRECT	SanPedro	mi		m i	mi,m			shimelman2017
1776		m -	1157	EVIDENTIAL DIRECT	SanPedro	m		m	mi,m			shimelman2017
1777		i k	1184	EVIDENTIAL MODIFIER	SanPedro	ik		i k	ik			shimelman2017
1778		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	SanPedro	iki		i k i	iki			shimelman2017
1779		ʃ - i	1198	EVIDENTIAL REPORTATIVE	SanPedro	shi		ʃ i	shi,sh			shimelman2017
1780		ʃ - -	1198	EVIDENTIAL REPORTATIVE	SanPedro	sh		ʃ	shi,sh			shimelman2017
1783		- i k a	1228	EXCEPTIONAL	SanPedro	ika		i k a	yku,yka/ika/iku			shimelman2017
1784		- i k u	1228	EXCEPTIONAL	SanPedro	iku		i k u	yku,yka/ika/iku			shimelman2017
1785		p u ɾ a	1256	EXCLUSIVE	SanPedro	pura		p u ɾ a	pura			shimelman2017
1786		tʃ a -	1272	FACTIVE	SanPedro	cha		tʃ a	cha			shimelman2017
1787		- k a ʈ a	1295	FREQUENTIVE	SanPedro	katra		k a ʈ a	katra			shimelman2017
1788		p a -	1315	GENITIVE	SanPedro	pa		p a	pa,pi			shimelman2017
1789		p i -	1315	GENITIVE	SanPedro	pi		p i	pa,pi			shimelman2017
1790		i	1362	IMPERATIVE	SanPedro	y		i	y			shimelman2017
1791		ɾ i	1397	INCEPTIVE	SanPedro	ri		ɾ i	ri			shimelman2017
1792		j a -	1419	INCHOATIVE	SanPedro	ya		j a	ya			shimelman2017
1793		n - - t i n	1443	INCLUSIVE	SanPedro	ntin		n t i n	ntin			shimelman2017
1794		i	1362	INFINITIVE	SanPedro	y		i	y			shimelman2017
1795		tʃ u n - -	1486	INJUNCTIVE	SanPedro	chun		tʃ u n	chun			shimelman2017
1796		w a n	1507	INSTRUMENTAL-COMITATIVE	SanPedro	wan		w a n	wan			shimelman2017
1797		j a	20	INTENSIFIER	SanPedro	ya		j a	ya			shimelman2017
1798		t a m u	1553	IRREVERSIBLE CHANGE	SanPedro	tamu		t a m u	tamu			shimelman2017
1800		p aː k u	1561	JOINT ACTION	SanPedro	paːku		p aː k u	paku,paːku			shimelman2017
1801		k a m a -	1578	LIMITATIVE	SanPedro	kama		k a m a	kama			shimelman2017
1802		p a	1603	LOCATIVE	SanPedro	pa		p a	pa,pi			shimelman2017
1803		p i	1603	LOCATIVE	SanPedro	pi		p i	pa,pi			shimelman2017
1804		k u	1637	MIDDLE VOICE	SanPedro	ku		k u	ku		U	shimelman2017
1805		s a p a	1656	MULTIPLE POSSESSIVE	SanPedro	sapa		s a p a	sapa			shimelman2017
1806		p u k u	1676	MUTUAL BENEFIT	SanPedro	puku		p u k u	puku			shimelman2017
1807		tʃ u	1682	NEGATION	SanPedro	chu		tʃ u	chu			shimelman2017
1808		n - a	1711	NOMINALIZER NA	SanPedro	na		n a	na			shimelman2017
1810		m a s - i	1746	PARTNERSHIP	SanPedro	masi		m a s i	masi			shimelman2017
1811		k a -	1758	PASSIVE ACCIDENTAL	SanPedro	ka		k a	ka			shimelman2017
1812		ɾ q a	1770	PAST TENSE	SanPedro	rqa		ɾ q a	rqa			shimelman2017
1813		ʃ - a	1800	PERFECT	SanPedro	sha		ʃ a	sha,sa			shimelman2017
1814		s - a	1800	PERFECT	SanPedro	sa		s a	sha,sa			shimelman2017
1815		ʃ - a	1800	PERFECTIVIZER	SanPedro	sha		ʃ a	sha,sa		nmlz	shimelman2017
1816		s - a	1800	PERFECTIVIZER	SanPedro	sa		s a	sha,sa		nmlz	shimelman2017
1817		k u n a	1855	PLURAL	SanPedro	kuna		k u n a	kuna			shimelman2017
1818		- - j o q	1887	POSSESSIVE	SanPedro	yuq		j o q	yuq			shimelman2017
1819		a m a	1918	PROHIBITIVE	SanPedro	ama		a m a	ama			shimelman2017
1820		k ai	1927	PROXIMAL DEMONSTRATIVE	SanPedro	kay		k ai	kay			shimelman2017
1822		ɾ ai k u	1948	REASON	SanPedro	rayku		ɾ ai k u	rayku			shimelman2017
1823		n a k u	1976	RECIPROCAL	SanPedro	naku		n a k u	naku,naka			shimelman2017
1824		n a k a	1976	RECIPROCAL	SanPedro	naka		n a k a	naku,naka			shimelman2017
1825		p a - -	2008	REPETITIVE	SanPedro	pa		p a	pa			shimelman2017
1826		ʃ q a	2021	REPORTATIVE PAST TENSE	SanPedro	shqa		ʃ q a	shqa			shimelman2017
1827		ʎ - a	2039	RESTRICTIVE	SanPedro	lla		ʎ a	lla			shimelman2017
1828		t a q	2063	SEQUENTIAL	SanPedro	taq		t a q	taq			shimelman2017
1829		t u k u	2082	SIMULATIVE	SanPedro	tuku		t u k u	tuku			shimelman2017
1830		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	SanPedro	shtin		ʃ t i n	shtin			shimelman2017
1831		ʃ p a - - -	2113	SUBORDINATOR IDSUB	SanPedro	shpa		ʃ p a	shpa			shimelman2017
1832		p t i -	2144	SUBORDINATOR DIFFSUB	SanPedro	pti		p t i	pti			shimelman2017
1833		q a	2178	TOPIC	SanPedro	qa		q a	qa			shimelman2017
1834		p u	2201	VERBAL BENEFACTIVE	SanPedro	pu		p u	pu,pa			shimelman2017
1835		p a	2201	VERBAL BENEFACTIVE	SanPedro	pa		p a	pu,pa			shimelman2017
1836		ɾ a	11	UNINTERRUPTED ACTION	SanPedro	ra		ɾ a	ra			shimelman2017
1837		ɾ - u	2234	URGENT	SanPedro	ru		ɾ u	ru,ra			shimelman2017
1838		ɾ - a	2234	URGENT	SanPedro	ra		ɾ a	ru,ra			shimelman2017
1839		n a	2270	VERBALIZER	SanPedro	na		n a	na		some reciprocal action	shimelman2017
1840		w a	3	1 OBJECT	Santiagueno	wa		w a	wa		w can be ommited	juanatey2020
1841		i - - ʃ -	58	1PL POSSESSOR	Santiagueno	ysh		i ʃ	ysh,ychis			juanatey2020
1842		i tʃ i s -	58	1PL POSSESSOR	Santiagueno	ychis		i tʃ i s	ysh,ychis			juanatey2020
